Id,ActivityHour,Hour,TotalIntensity,AverageIntensity
2873212765,04-16-2016 02:00,02:00,0,0
2873212765,04-16-2016 03:00,03:00,0,0
2873212765,04-16-2016 04:00,04:00,0,0
2873212765,04-16-2016 05:00,05:00,0,0
2873212765,04-16-2016 06:00,06:00,0,0
2873212765,04-16-2016 07:00,07:00,99,1.65
2873212765,04-16-2016 08:00,08:00,63,1.05
2873212765,04-16-2016 09:00,09:00,12,0.2
2873212765,04-16-2016 10:00,10:00,17,0.283333
2873212765,04-16-2016 11:00,11:00,28,0.466667
2873212765,04-16-2016 12:00,12:00,33,0.55
2873212765,04-16-2016 13:00,13:00,1,0.016667
2873212765,04-16-2016 14:00,14:00,25,0.416667
2873212765,04-16-2016 15:00,15:00,32,0.533333
2873212765,04-16-2016 16:00,16:00,19,0.316667
2873212765,04-16-2016 17:00,17:00,28,0.466667
2873212765,04-16-2016 18:00,18:00,13,0.216667
2873212765,04-16-2016 19:00,19:00,24,0.4
2873212765,04-16-2016 20:00,20:00,30,0.5
2873212765,04-16-2016 21:00,21:00,11,0.183333
2873212765,04-16-2016 22:00,22:00,7,0.116667
2873212765,04-16-2016 23:00,23:00,6,0.1
2873212765,04-17-2016 00:00,00:00,18,0.3
2873212765,04-17-2016 01:00,01:00,0,0
2873212765,04-17-2016 02:00,02:00,0,0
2873212765,04-17-2016 03:00,03:00,0,0
2873212765,04-17-2016 04:00,04:00,0,0
2873212765,04-17-2016 05:00,05:00,0,0
2873212765,04-17-2016 06:00,06:00,0,0
2873212765,04-17-2016 07:00,07:00,0,0
2873212765,04-17-2016 08:00,08:00,0,0
2873212765,04-17-2016 09:00,09:00,0,0
2873212765,04-17-2016 10:00,10:00,6,0.1
2873212765,04-17-2016 11:00,11:00,1,0.016667
2873212765,04-17-2016 12:00,12:00,2,0.033333
2873212765,04-17-2016 13:00,13:00,42,0.7
2873212765,04-17-2016 14:00,14:00,28,0.466667
2873212765,04-17-2016 15:00,15:00,8,0.133333
2873212765,04-17-2016 16:00,16:00,4,0.066667
2873212765,04-17-2016 17:00,17:00,19,0.316667
2873212765,04-17-2016 18:00,18:00,10,0.166667
2873212765,04-17-2016 19:00,19:00,22,0.366667
2873212765,04-17-2016 20:00,20:00,13,0.216667
2873212765,04-17-2016 21:00,21:00,3,0.05
2873212765,04-17-2016 22:00,22:00,0,0
2873212765,04-17-2016 23:00,23:00,0,0
2873212765,04-18-2016 00:00,00:00,0,0
2873212765,04-18-2016 01:00,01:00,0,0
2873212765,04-18-2016 02:00,02:00,0,0
2873212765,04-18-2016 03:00,03:00,0,0
2873212765,04-18-2016 04:00,04:00,0,0
2873212765,04-18-2016 05:00,05:00,17,0.283333
2873212765,04-18-2016 06:00,06:00,12,0.2
2873212765,04-18-2016 07:00,07:00,30,0.5
2873212765,04-18-2016 08:00,08:00,41,0.683333
2873212765,04-18-2016 09:00,09:00,38,0.633333
2873212765,04-18-2016 10:00,10:00,21,0.35
2873212765,04-18-2016 11:00,11:00,9,0.15
2873212765,04-18-2016 12:00,12:00,51,0.85
2873212765,04-18-2016 13:00,13:00,26,0.433333
2873212765,04-18-2016 14:00,14:00,8,0.133333
2873212765,04-18-2016 15:00,15:00,9,0.15
2873212765,04-18-2016 16:00,16:00,16,0.266667
2873212765,04-18-2016 17:00,17:00,19,0.316667
2873212765,04-18-2016 18:00,18:00,13,0.216667
2873212765,04-18-2016 19:00,19:00,7,0.116667
2873212765,04-18-2016 20:00,20:00,9,0.15
2873212765,04-18-2016 21:00,21:00,0,0
2873212765,04-18-2016 22:00,22:00,0,0
2873212765,04-18-2016 23:00,23:00,0,0
2873212765,04-19-2016 00:00,00:00,0,0
2873212765,04-19-2016 01:00,01:00,0,0
2873212765,04-19-2016 02:00,02:00,0,0
2873212765,04-19-2016 03:00,03:00,0,0
2873212765,04-19-2016 04:00,04:00,0,0
2873212765,04-19-2016 05:00,05:00,19,0.316667
2873212765,04-19-2016 06:00,06:00,8,0.133333
2873212765,04-19-2016 07:00,07:00,17,0.283333
2873212765,04-19-2016 08:00,08:00,39,0.65
2873212765,04-19-2016 09:00,09:00,32,0.533333
2873212765,04-19-2016 10:00,10:00,41,0.683333
2873212765,04-19-2016 11:00,11:00,15,0.25
2873212765,04-19-2016 12:00,12:00,45,0.75
2873212765,04-19-2016 13:00,13:00,35,0.583333
2873212765,04-19-2016 14:00,14:00,28,0.466667
2873212765,04-19-2016 15:00,15:00,11,0.183333
2873212765,04-19-2016 16:00,16:00,20,0.333333
2873212765,04-19-2016 17:00,17:00,25,0.416667
2873212765,04-19-2016 18:00,18:00,30,0.5
2873212765,04-19-2016 19:00,19:00,7,0.116667
2873212765,04-19-2016 20:00,20:00,6,0.1
2873212765,04-19-2016 21:00,21:00,7,0.116667
2873212765,04-19-2016 22:00,22:00,4,0.066667
2873212765,04-19-2016 23:00,23:00,0,0
2873212765,04-20-2016 00:00,00:00,0,0
2873212765,04-20-2016 01:00,01:00,0,0
2873212765,04-20-2016 02:00,02:00,0,0
2873212765,04-20-2016 03:00,03:00,0,0
2873212765,04-20-2016 04:00,04:00,0,0
2873212765,04-20-2016 05:00,05:00,24,0.4
2873212765,04-20-2016 06:00,06:00,14,0.233333
2873212765,04-20-2016 07:00,07:00,23,0.383333
2873212765,04-20-2016 08:00,08:00,27,0.45
2873212765,04-20-2016 09:00,09:00,42,0.7
2873212765,04-20-2016 10:00,10:00,30,0.5
2873212765,04-20-2016 11:00,11:00,18,0.3
2873212765,04-20-2016 12:00,12:00,57,0.95
2873212765,04-20-2016 13:00,13:00,31,0.516667
2873212765,04-20-2016 14:00,14:00,8,0.133333
2873212765,04-20-2016 15:00,15:00,11,0.183333
2873212765,04-20-2016 16:00,16:00,31,0.516667
2873212765,04-20-2016 17:00,17:00,77,1.283333
2873212765,04-20-2016 18:00,18:00,3,0.05
2873212765,04-20-2016 19:00,19:00,8,0.133333
2873212765,04-20-2016 20:00,20:00,22,0.366667
2873212765,04-20-2016 21:00,21:00,24,0.4
2873212765,04-20-2016 22:00,22:00,4,0.066667
2873212765,04-20-2016 23:00,23:00,0,0
2873212765,04-21-2016 00:00,00:00,0,0
2873212765,04-21-2016 01:00,01:00,0,0
2873212765,04-21-2016 02:00,02:00,0,0
2873212765,04-21-2016 03:00,03:00,0,0
2873212765,04-21-2016 04:00,04:00,0,0
2873212765,04-21-2016 05:00,05:00,0,0
2873212765,04-21-2016 06:00,06:00,17,0.283333
2873212765,04-21-2016 07:00,07:00,39,0.65
2873212765,04-21-2016 08:00,08:00,33,0.55
2873212765,04-21-2016 09:00,09:00,42,0.7
2873212765,04-21-2016 10:00,10:00,27,0.45
2873212765,04-21-2016 11:00,11:00,7,0.116667
2873212765,04-21-2016 12:00,12:00,20,0.333333
2873212765,04-21-2016 13:00,13:00,35,0.583333
2873212765,04-21-2016 14:00,14:00,26,0.433333
2873212765,04-21-2016 15:00,15:00,26,0.433333
2873212765,04-21-2016 16:00,16:00,38,0.633333
2873212765,04-21-2016 17:00,17:00,36,0.6
2873212765,04-21-2016 18:00,18:00,19,0.316667
2873212765,04-21-2016 19:00,19:00,5,0.083333
2873212765,04-21-2016 20:00,20:00,16,0.266667
2873212765,04-21-2016 21:00,21:00,11,0.183333
2873212765,04-21-2016 22:00,22:00,0,0
2873212765,04-21-2016 23:00,23:00,0,0
2873212765,04-22-2016 00:00,00:00,0,0
2873212765,04-22-2016 01:00,01:00,0,0
2873212765,04-22-2016 02:00,02:00,0,0
2873212765,04-22-2016 03:00,03:00,0,0
2873212765,04-22-2016 04:00,04:00,0,0
2873212765,04-22-2016 05:00,05:00,19,0.316667
2873212765,04-22-2016 06:00,06:00,16,0.266667
2873212765,04-22-2016 07:00,07:00,25,0.416667
2873212765,04-22-2016 08:00,08:00,29,0.483333
2873212765,04-22-2016 09:00,09:00,37,0.616667
2873212765,04-22-2016 10:00,10:00,43,0.716667
2873212765,04-22-2016 11:00,11:00,15,0.25
2873212765,04-22-2016 12:00,12:00,42,0.7
2873212765,04-22-2016 13:00,13:00,31,0.516667
2873212765,04-22-2016 14:00,14:00,12,0.2
2873212765,04-22-2016 15:00,15:00,21,0.35
2873212765,04-22-2016 16:00,16:00,24,0.4
2873212765,04-22-2016 17:00,17:00,34,0.566667
2873212765,04-22-2016 18:00,18:00,15,0.25
2873212765,04-22-2016 19:00,19:00,8,0.133333
2873212765,04-22-2016 20:00,20:00,3,0.05
2873212765,04-22-2016 21:00,21:00,1,0.016667
2873212765,04-22-2016 22:00,22:00,7,0.116667
2873212765,04-22-2016 23:00,23:00,7,0.116667
2873212765,04-23-2016 00:00,00:00,0,0
2873212765,04-23-2016 01:00,01:00,0,0
2873212765,04-23-2016 02:00,02:00,0,0
2873212765,04-23-2016 03:00,03:00,0,0
2873212765,04-23-2016 04:00,04:00,0,0
2873212765,04-23-2016 05:00,05:00,0,0
2873212765,04-23-2016 06:00,06:00,0,0
2873212765,04-23-2016 07:00,07:00,20,0.333333
2873212765,04-23-2016 08:00,08:00,115,1.916667
2873212765,04-23-2016 09:00,09:00,19,0.316667
2873212765,04-23-2016 10:00,10:00,26,0.433333
2873212765,04-23-2016 11:00,11:00,23,0.383333
2873212765,04-23-2016 12:00,12:00,18,0.3
2873212765,04-23-2016 13:00,13:00,42,0.7
2873212765,04-23-2016 14:00,14:00,34,0.566667
2873212765,04-23-2016 15:00,15:00,37,0.616667
2873212765,04-23-2016 16:00,16:00,13,0.216667
2873212765,04-23-2016 17:00,17:00,10,0.166667
2873212765,04-23-2016 18:00,18:00,24,0.4
2873212765,04-23-2016 19:00,19:00,23,0.383333
2873212765,04-23-2016 20:00,20:00,5,0.083333
2873212765,04-23-2016 21:00,21:00,2,0.033333
2873212765,04-23-2016 22:00,22:00,13,0.216667
2873212765,04-23-2016 23:00,23:00,0,0
2873212765,04-24-2016 00:00,00:00,0,0
2873212765,04-24-2016 01:00,01:00,0,0
2873212765,04-24-2016 02:00,02:00,0,0
2873212765,04-24-2016 03:00,03:00,0,0
2873212765,04-24-2016 04:00,04:00,0,0
2873212765,04-24-2016 05:00,05:00,0,0
2873212765,04-24-2016 06:00,06:00,0,0
2873212765,04-24-2016 07:00,07:00,18,0.3
2873212765,04-24-2016 08:00,08:00,148,2.466667
2873212765,04-24-2016 09:00,09:00,14,0.233333
2873212765,04-24-2016 10:00,10:00,13,0.216667
2873212765,04-24-2016 11:00,11:00,25,0.416667
2873212765,04-24-2016 12:00,12:00,24,0.4
2873212765,04-24-2016 13:00,13:00,2,0.033333
2873212765,04-24-2016 14:00,14:00,14,0.233333
2873212765,04-24-2016 15:00,15:00,14,0.233333
2873212765,04-24-2016 16:00,16:00,19,0.316667
2873212765,04-24-2016 17:00,17:00,12,0.2
2873212765,04-24-2016 18:00,18:00,3,0.05
2873212765,04-24-2016 19:00,19:00,5,0.083333
2873212765,04-24-2016 20:00,20:00,8,0.133333
2873212765,04-24-2016 21:00,21:00,11,0.183333
2873212765,04-24-2016 22:00,22:00,0,0
2873212765,04-24-2016 23:00,23:00,0,0
2873212765,04-25-2016 00:00,00:00,0,0
2873212765,04-25-2016 01:00,01:00,0,0
2873212765,04-25-2016 02:00,02:00,0,0
2873212765,04-25-2016 03:00,03:00,0,0
2873212765,04-25-2016 04:00,04:00,0,0
2873212765,04-25-2016 05:00,05:00,21,0.35
2873212765,04-25-2016 06:00,06:00,10,0.166667
2873212765,04-25-2016 07:00,07:00,20,0.333333
2873212765,04-25-2016 08:00,08:00,27,0.45
2873212765,04-25-2016 09:00,09:00,49,0.816667
2873212765,04-25-2016 10:00,10:00,48,0.8
2873212765,04-25-2016 11:00,11:00,22,0.366667
2873212765,04-25-2016 12:00,12:00,41,0.683333
2873212765,04-25-2016 13:00,13:00,25,0.416667
2873212765,04-25-2016 14:00,14:00,3,0.05
2873212765,04-25-2016 15:00,15:00,9,0.15
2873212765,04-25-2016 16:00,16:00,26,0.433333
2873212765,04-25-2016 17:00,17:00,21,0.35
2873212765,04-25-2016 18:00,18:00,20,0.333333
2873212765,04-25-2016 19:00,19:00,10,0.166667
2873212765,04-25-2016 20:00,20:00,0,0
2873212765,04-25-2016 21:00,21:00,7,0.116667
2873212765,04-25-2016 22:00,22:00,0,0
2873212765,04-25-2016 23:00,23:00,0,0
2873212765,04-26-2016 00:00,00:00,0,0
2873212765,04-26-2016 01:00,01:00,0,0
2873212765,04-26-2016 02:00,02:00,0,0
2873212765,04-26-2016 03:00,03:00,0,0
2873212765,04-26-2016 04:00,04:00,0,0
2873212765,04-26-2016 05:00,05:00,16,0.266667
2873212765,04-26-2016 06:00,06:00,8,0.133333
2873212765,04-26-2016 07:00,07:00,21,0.35
2873212765,04-26-2016 08:00,08:00,33,0.55
2873212765,04-26-2016 09:00,09:00,36,0.6
2873212765,04-26-2016 10:00,10:00,33,0.55
2873212765,04-26-2016 11:00,11:00,12,0.2
2873212765,04-26-2016 12:00,12:00,38,0.633333
2873212765,04-26-2016 13:00,13:00,33,0.55
2873212765,04-26-2016 14:00,14:00,4,0.066667
2873212765,04-26-2016 15:00,15:00,6,0.1
2873212765,04-26-2016 16:00,16:00,10,0.166667
2873212765,04-26-2016 17:00,17:00,15,0.25
2873212765,04-26-2016 18:00,18:00,25,0.416667
2873212765,04-26-2016 19:00,19:00,25,0.416667
2873212765,04-26-2016 20:00,20:00,4,0.066667
2873212765,04-26-2016 21:00,21:00,6,0.1
2873212765,04-26-2016 22:00,22:00,0,0
2873212765,04-26-2016 23:00,23:00,0,0
2873212765,04-27-2016 00:00,00:00,0,0
2873212765,04-27-2016 01:00,01:00,0,0
2873212765,04-27-2016 02:00,02:00,0,0
2873212765,04-27-2016 03:00,03:00,0,0
2873212765,04-27-2016 04:00,04:00,0,0
2873212765,04-27-2016 05:00,05:00,0,0
2873212765,04-27-2016 06:00,06:00,96,1.6
2873212765,04-27-2016 07:00,07:00,53,0.883333
2873212765,04-27-2016 08:00,08:00,17,0.283333
2873212765,04-27-2016 09:00,09:00,27,0.45
2873212765,04-27-2016 10:00,10:00,33,0.55
2873212765,04-27-2016 11:00,11:00,12,0.2
2873212765,04-27-2016 12:00,12:00,22,0.366667
2873212765,04-27-2016 13:00,13:00,4,0.066667
2873212765,04-27-2016 14:00,14:00,3,0.05
2873212765,04-27-2016 15:00,15:00,7,0.116667
2873212765,04-27-2016 16:00,16:00,0,0
2873212765,04-27-2016 17:00,17:00,15,0.25
2873212765,04-27-2016 18:00,18:00,24,0.4
2873212765,04-27-2016 19:00,19:00,10,0.166667
2873212765,04-27-2016 20:00,20:00,6,0.1
2873212765,04-27-2016 21:00,21:00,6,0.1
2873212765,04-27-2016 22:00,22:00,0,0
2873212765,04-27-2016 23:00,23:00,0,0
2873212765,04-28-2016 00:00,00:00,0,0
2873212765,04-28-2016 01:00,01:00,0,0
2873212765,04-28-2016 02:00,02:00,0,0
2873212765,04-28-2016 03:00,03:00,0,0
2873212765,04-28-2016 04:00,04:00,0,0
2873212765,04-28-2016 05:00,05:00,0,0
2873212765,04-28-2016 06:00,06:00,92,1.533333
2873212765,04-28-2016 07:00,07:00,39,0.65
2873212765,04-28-2016 08:00,08:00,10,0.166667
2873212765,04-28-2016 09:00,09:00,33,0.55
2873212765,04-28-2016 10:00,10:00,16,0.266667
2873212765,04-28-2016 11:00,11:00,2,0.033333
2873212765,04-28-2016 12:00,12:00,13,0.216667
2873212765,04-28-2016 13:00,13:00,11,0.183333
2873212765,04-28-2016 14:00,14:00,2,0.033333
2873212765,04-28-2016 15:00,15:00,6,0.1
2873212765,04-28-2016 16:00,16:00,5,0.083333
2873212765,04-28-2016 17:00,17:00,18,0.3
2873212765,04-28-2016 18:00,18:00,30,0.5
2873212765,04-28-2016 19:00,19:00,13,0.216667
2873212765,04-28-2016 20:00,20:00,6,0.1
2873212765,04-28-2016 21:00,21:00,15,0.25
2873212765,04-28-2016 22:00,22:00,0,0
2873212765,04-28-2016 23:00,23:00,0,0
2873212765,04-29-2016 00:00,00:00,0,0
2873212765,04-29-2016 01:00,01:00,0,0
2873212765,04-29-2016 02:00,02:00,0,0
2873212765,04-29-2016 03:00,03:00,0,0
2873212765,04-29-2016 04:00,04:00,0,0
2873212765,04-29-2016 05:00,05:00,0,0
2873212765,04-29-2016 06:00,06:00,23,0.383333
2873212765,04-29-2016 07:00,07:00,12,0.2
2873212765,04-29-2016 08:00,08:00,13,0.216667
2873212765,04-29-2016 09:00,09:00,7,0.116667
2873212765,04-29-2016 10:00,10:00,12,0.2
2873212765,04-29-2016 11:00,11:00,16,0.266667
2873212765,04-29-2016 12:00,12:00,108,1.8
2873212765,04-29-2016 13:00,13:00,4,0.066667
2873212765,04-29-2016 14:00,14:00,32,0.533333
2873212765,04-29-2016 15:00,15:00,24,0.4
2873212765,04-29-2016 16:00,16:00,9,0.15
2873212765,04-29-2016 17:00,17:00,11,0.183333
2873212765,04-29-2016 18:00,18:00,10,0.166667
2873212765,04-29-2016 19:00,19:00,12,0.2
2873212765,04-29-2016 20:00,20:00,5,0.083333
2873212765,04-29-2016 21:00,21:00,14,0.233333
2873212765,04-29-2016 22:00,22:00,0,0
2873212765,04-29-2016 23:00,23:00,0,0
2873212765,04-30-2016 00:00,00:00,0,0
2873212765,04-30-2016 01:00,01:00,0,0
2873212765,04-30-2016 02:00,02:00,0,0
2873212765,04-30-2016 03:00,03:00,0,0
2873212765,04-30-2016 04:00,04:00,0,0
2873212765,04-30-2016 05:00,05:00,0,0
2873212765,04-30-2016 06:00,06:00,0,0
2873212765,04-30-2016 07:00,07:00,2,0.033333
2873212765,04-30-2016 08:00,08:00,14,0.233333
2873212765,04-30-2016 09:00,09:00,37,0.616667
2873212765,04-30-2016 10:00,10:00,23,0.383333
2873212765,04-30-2016 11:00,11:00,25,0.416667
2873212765,04-30-2016 12:00,12:00,21,0.35
2873212765,04-30-2016 13:00,13:00,11,0.183333
2873212765,04-30-2016 14:00,14:00,8,0.133333
2873212765,04-30-2016 15:00,15:00,16,0.266667
2873212765,04-30-2016 16:00,16:00,8,0.133333
2873212765,04-30-2016 17:00,17:00,20,0.333333
2873212765,04-30-2016 18:00,18:00,26,0.433333
2873212765,04-30-2016 19:00,19:00,56,0.933333
2873212765,04-30-2016 20:00,20:00,33,0.55
2873212765,04-30-2016 21:00,21:00,3,0.05
2873212765,04-30-2016 22:00,22:00,0,0
2873212765,04-30-2016 23:00,23:00,0,0
2873212765,05-01-2016 00:00,00:00,0,0
2873212765,05-01-2016 01:00,01:00,0,0
2873212765,05-01-2016 02:00,02:00,0,0
2873212765,05-01-2016 03:00,03:00,0,0
2873212765,05-01-2016 04:00,04:00,0,0
2873212765,05-01-2016 05:00,05:00,0,0
2873212765,05-01-2016 06:00,06:00,0,0
2873212765,05-01-2016 07:00,07:00,0,0
2873212765,05-01-2016 08:00,08:00,16,0.266667
2873212765,05-01-2016 09:00,09:00,20,0.333333
2873212765,05-01-2016 10:00,10:00,44,0.733333
2873212765,05-01-2016 11:00,11:00,26,0.433333
2873212765,05-01-2016 12:00,12:00,34,0.566667
2873212765,05-01-2016 13:00,13:00,10,0.166667
2873212765,05-01-2016 14:00,14:00,15,0.25
2873212765,05-01-2016 15:00,15:00,11,0.183333
2873212765,05-01-2016 16:00,16:00,5,0.083333
2873212765,05-01-2016 17:00,17:00,18,0.3
2873212765,05-01-2016 18:00,18:00,15,0.25
2873212765,05-01-2016 19:00,19:00,21,0.35
2873212765,05-01-2016 20:00,20:00,15,0.25
2873212765,05-01-2016 21:00,21:00,3,0.05
2873212765,05-01-2016 22:00,22:00,0,0
2873212765,05-01-2016 23:00,23:00,0,0
2873212765,05-02-2016 00:00,00:00,0,0
2873212765,05-02-2016 01:00,01:00,0,0
2873212765,05-02-2016 02:00,02:00,0,0
2873212765,05-02-2016 03:00,03:00,0,0
2873212765,05-02-2016 04:00,04:00,0,0
2873212765,05-02-2016 05:00,05:00,17,0.283333
2873212765,05-02-2016 06:00,06:00,9,0.15
2873212765,05-02-2016 07:00,07:00,31,0.516667
2873212765,05-02-2016 08:00,08:00,33,0.55
2873212765,05-02-2016 09:00,09:00,42,0.7
2873212765,05-02-2016 10:00,10:00,25,0.416667
2873212765,05-02-2016 11:00,11:00,11,0.183333
2873212765,05-02-2016 12:00,12:00,52,0.866667
2873212765,05-02-2016 13:00,13:00,29,0.483333
2873212765,05-02-2016 14:00,14:00,7,0.116667
2873212765,05-02-2016 15:00,15:00,11,0.183333
2873212765,05-02-2016 16:00,16:00,24,0.4
2873212765,05-02-2016 17:00,17:00,20,0.333333
2873212765,05-02-2016 18:00,18:00,13,0.216667
2873212765,05-02-2016 19:00,19:00,9,0.15
2873212765,05-02-2016 20:00,20:00,9,0.15
2873212765,05-02-2016 21:00,21:00,6,0.1
2873212765,05-02-2016 22:00,22:00,0,0
2873212765,05-02-2016 23:00,23:00,0,0
2873212765,05-03-2016 00:00,00:00,0,0
2873212765,05-03-2016 01:00,01:00,0,0
2873212765,05-03-2016 02:00,02:00,0,0
2873212765,05-03-2016 03:00,03:00,0,0
2873212765,05-03-2016 04:00,04:00,0,0
2873212765,05-03-2016 05:00,05:00,19,0.316667
2873212765,05-03-2016 06:00,06:00,7,0.116667
2873212765,05-03-2016 07:00,07:00,19,0.316667
2873212765,05-03-2016 08:00,08:00,43,0.716667
2873212765,05-03-2016 09:00,09:00,48,0.8
2873212765,05-03-2016 10:00,10:00,32,0.533333
2873212765,05-03-2016 11:00,11:00,14,0.233333
2873212765,05-03-2016 12:00,12:00,43,0.716667
2873212765,05-03-2016 13:00,13:00,35,0.583333
2873212765,05-03-2016 14:00,14:00,7,0.116667
2873212765,05-03-2016 15:00,15:00,5,0.083333
2873212765,05-03-2016 16:00,16:00,13,0.216667
2873212765,05-03-2016 17:00,17:00,24,0.4
2873212765,05-03-2016 18:00,18:00,38,0.633333
2873212765,05-03-2016 19:00,19:00,10,0.166667
2873212765,05-03-2016 20:00,20:00,7,0.116667
2873212765,05-03-2016 21:00,21:00,14,0.233333
2873212765,05-03-2016 22:00,22:00,0,0
2873212765,05-03-2016 23:00,23:00,0,0
2873212765,05-04-2016 00:00,00:00,0,0
2873212765,05-04-2016 01:00,01:00,0,0
2873212765,05-04-2016 02:00,02:00,0,0
2873212765,05-04-2016 03:00,03:00,0,0
2873212765,05-04-2016 04:00,04:00,0,0
2873212765,05-04-2016 05:00,05:00,21,0.35
2873212765,05-04-2016 06:00,06:00,11,0.183333
2873212765,05-04-2016 07:00,07:00,26,0.433333
2873212765,05-04-2016 08:00,08:00,28,0.466667
2873212765,05-04-2016 09:00,09:00,46,0.766667
2873212765,05-04-2016 10:00,10:00,41,0.683333
2873212765,05-04-2016 11:00,11:00,24,0.4
2873212765,05-04-2016 12:00,12:00,38,0.633333
2873212765,05-04-2016 13:00,13:00,24,0.4
2873212765,05-04-2016 14:00,14:00,15,0.25
2873212765,05-04-2016 15:00,15:00,14,0.233333
2873212765,05-04-2016 16:00,16:00,28,0.466667
2873212765,05-04-2016 17:00,17:00,46,0.766667
2873212765,05-04-2016 18:00,18:00,4,0.066667
2873212765,05-04-2016 19:00,19:00,20,0.333333
2873212765,05-04-2016 20:00,20:00,9,0.15
2873212765,05-04-2016 21:00,21:00,8,0.133333
2873212765,05-04-2016 22:00,22:00,17,0.283333
2873212765,05-04-2016 23:00,23:00,0,0
2873212765,05-05-2016 00:00,00:00,0,0
2873212765,05-05-2016 01:00,01:00,0,0
2873212765,05-05-2016 02:00,02:00,0,0
2873212765,05-05-2016 03:00,03:00,0,0
2873212765,05-05-2016 04:00,04:00,0,0
2873212765,05-05-2016 05:00,05:00,0,0
2873212765,05-05-2016 06:00,06:00,14,0.233333
2873212765,05-05-2016 07:00,07:00,41,0.683333
2873212765,05-05-2016 08:00,08:00,40,0.666667
2873212765,05-05-2016 09:00,09:00,53,0.883333
2873212765,05-05-2016 10:00,10:00,56,0.933333
2873212765,05-05-2016 11:00,11:00,9,0.15
2873212765,05-05-2016 12:00,12:00,20,0.333333
2873212765,05-05-2016 13:00,13:00,27,0.45
2873212765,05-05-2016 14:00,14:00,20,0.333333
2873212765,05-05-2016 15:00,15:00,46,0.766667
2873212765,05-05-2016 16:00,16:00,28,0.466667
2873212765,05-05-2016 17:00,17:00,3,0.05
2873212765,05-05-2016 18:00,18:00,8,0.133333
2873212765,05-05-2016 19:00,19:00,16,0.266667
2873212765,05-05-2016 20:00,20:00,1,0.016667
2873212765,05-05-2016 21:00,21:00,14,0.233333
2873212765,05-05-2016 22:00,22:00,0,0
2873212765,05-05-2016 23:00,23:00,0,0
2873212765,05-06-2016 00:00,00:00,0,0
2873212765,05-06-2016 01:00,01:00,0,0
2873212765,05-06-2016 02:00,02:00,0,0
2873212765,05-06-2016 03:00,03:00,0,0
2873212765,05-06-2016 04:00,04:00,0,0
2873212765,05-06-2016 05:00,05:00,23,0.383333
2873212765,05-06-2016 06:00,06:00,15,0.25
2873212765,05-06-2016 07:00,07:00,24,0.4
2873212765,05-06-2016 08:00,08:00,33,0.55
2873212765,05-06-2016 09:00,09:00,45,0.75
2873212765,05-06-2016 10:00,10:00,41,0.683333
2873212765,05-06-2016 11:00,11:00,18,0.3
2873212765,05-06-2016 12:00,12:00,33,0.55
2873212765,05-06-2016 13:00,13:00,32,0.533333
2873212765,05-06-2016 14:00,14:00,5,0.083333
2873212765,05-06-2016 15:00,15:00,18,0.3
2873212765,05-06-2016 16:00,16:00,31,0.516667
2873212765,05-06-2016 17:00,17:00,20,0.333333
2873212765,05-06-2016 18:00,18:00,9,0.15
2873212765,05-06-2016 19:00,19:00,12,0.2
2873212765,05-06-2016 20:00,20:00,7,0.116667
2873212765,05-06-2016 21:00,21:00,1,0.016667
2873212765,05-06-2016 22:00,22:00,2,0.033333
2873212765,05-06-2016 23:00,23:00,11,0.183333
2873212765,05-07-2016 00:00,00:00,0,0
2873212765,05-07-2016 01:00,01:00,0,0
2873212765,05-07-2016 02:00,02:00,0,0
2873212765,05-07-2016 03:00,03:00,0,0
2873212765,05-07-2016 04:00,04:00,0,0
2873212765,05-07-2016 05:00,05:00,0,0
2873212765,05-07-2016 06:00,06:00,0,0
2873212765,05-07-2016 07:00,07:00,81,1.35
2873212765,05-07-2016 08:00,08:00,131,2.183333
2873212765,05-07-2016 09:00,09:00,72,1.2
2873212765,05-07-2016 10:00,10:00,0,0
2873212765,05-07-2016 11:00,11:00,0,0
2873212765,05-07-2016 12:00,12:00,0,0
2873212765,05-07-2016 13:00,13:00,0,0
2873212765,05-07-2016 14:00,14:00,0,0
2873212765,05-07-2016 15:00,15:00,0,0
2873212765,05-07-2016 16:00,16:00,0,0
2873212765,05-07-2016 17:00,17:00,0,0
2873212765,05-07-2016 18:00,18:00,0,0
2873212765,05-07-2016 19:00,19:00,0,0
2873212765,05-07-2016 20:00,20:00,0,0
2873212765,05-07-2016 21:00,21:00,9,0.15
2873212765,05-07-2016 22:00,22:00,4,0.066667
2873212765,05-07-2016 23:00,23:00,2,0.033333
2873212765,05-08-2016 00:00,00:00,1,0.016667
2873212765,05-08-2016 01:00,01:00,0,0
2873212765,05-08-2016 02:00,02:00,0,0
2873212765,05-08-2016 03:00,03:00,0,0
2873212765,05-08-2016 04:00,04:00,0,0
2873212765,05-08-2016 05:00,05:00,0,0
2873212765,05-08-2016 06:00,06:00,0,0
2873212765,05-08-2016 07:00,07:00,93,1.55
2873212765,05-08-2016 08:00,08:00,90,1.5
2873212765,05-08-2016 09:00,09:00,42,0.7
2873212765,05-08-2016 10:00,10:00,43,0.716667
2873212765,05-08-2016 11:00,11:00,29,0.483333
2873212765,05-08-2016 12:00,12:00,24,0.4
2873212765,05-08-2016 13:00,13:00,15,0.25
2873212765,05-08-2016 14:00,14:00,19,0.316667
2873212765,05-08-2016 15:00,15:00,4,0.066667
