Id,ActivityDate,Month,Weekday,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Total Active minutes,total minutes_measures
2026352035,04-28-2016,Apr,Thursday,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649,331,957
2026352035,04-29-2016,Apr,Friday,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,1692,352,844
2026352035,04-30-2016,Apr,Saturday,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506,233,827
2026352035,05-01-2016,May,Sunday,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447,191,907
2026352035,05-02-2016,May,Monday,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690,355,1071
2026352035,05-03-2016,May,Tuesday,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,304,981,1604,304,1285
2026352035,05-04-2016,May,Wednesday,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658,345,875
2026352035,05-05-2016,May,Thursday,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,1926,475,954
2026352035,05-06-2016,May,Friday,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736,383,894
2026352035,05-07-2016,May,Saturday,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,1491,229,894
2026352035,05-08-2016,May,Sunday,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555,258,868
2026352035,05-09-2016,May,Monday,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,1869,401,944
2026352035,05-10-2016,May,Tuesday,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,1141,17,1019
2026352035,05-11-2016,May,Wednesday,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698,330,899
2026352035,05-12-2016,May,Thursday,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364,343,673
2320127002,04-12-2016,Apr,Tuesday,10725,7.489999771,7.489999771,0,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,2124,328,1440
2320127002,04-13-2016,Apr,Wednesday,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,0,335,1105,2003,335,1440
2320127002,04-14-2016,Apr,Thursday,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,1696,191,1440
2320127002,04-15-2016,Apr,Friday,5205,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,245,1195,1801,245,1440
2320127002,04-16-2016,Apr,Saturday,5057,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,1724,195,1440
2320127002,04-17-2016,Apr,Sunday,6198,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,1852,249,1440
2320127002,04-18-2016,Apr,Monday,6559,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,1905,267,1440
2320127002,04-19-2016,Apr,Tuesday,5997,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,1811,239,1440
2320127002,04-20-2016,Apr,Wednesday,7192,4.849999905,4.849999905,0,0,0.49000001,4.340000153,0,0,11,283,1146,1922,294,1440
2320127002,04-21-2016,Apr,Thursday,3404,2.289999962,2.289999962,0,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,1610,138,1440
2320127002,04-22-2016,Apr,Friday,5583,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,266,1174,1851,266,1440
2320127002,04-23-2016,Apr,Saturday,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,1804,242,1371
2320127002,04-24-2016,Apr,Sunday,4165,2.809999943,2.809999943,0,0,0,2.799999952,0,0,0,204,1236,1725,204,1440
2320127002,04-25-2016,Apr,Monday,3588,2.420000076,2.420000076,0,0.230000004,0.200000003,1.99000001,0,3,5,152,1280,1654,160,1440
2320127002,04-26-2016,Apr,Tuesday,3409,2.299999952,2.299999952,0,0,0,2.299999952,0,0,0,147,1293,1632,147,1440
2320127002,04-27-2016,Apr,Wednesday,1715,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,82,1358,1481,82,1440
2320127002,04-28-2016,Apr,Thursday,1532,1.029999971,1.029999971,0,0,0,1.029999971,0,0,0,76,1364,1473,76,1440
2320127002,04-29-2016,Apr,Friday,924,0.620000005,0.620000005,0,0,0,0.620000005,0,0,0,45,1395,1410,45,1440
2320127002,04-30-2016,Apr,Saturday,4571,3.079999924,3.079999924,0,0,0,3.069999933,0,0,0,234,1206,1779,234,1440
2320127002,05-01-2016,May,Sunday,772,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,40,1400,1403,40,1440
2320127002,05-02-2016,May,Monday,3634,2.450000048,2.450000048,0,0.360000014,0.209999993,1.879999995,0,5,6,123,1306,1613,134,1440
2320127002,05-03-2016,May,Tuesday,7443,5.019999981,5.019999981,0,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,1878,236,1440
2320127002,05-04-2016,May,Wednesday,1201,0.810000002,0.810000002,0,0,0,0.810000002,0,0,0,52,1388,1426,52,1440
2320127002,05-05-2016,May,Thursday,5202,3.50999999,3.50999999,0,0,0.389999986,3.109999895,0,0,11,223,1206,1780,234,1440
2320127002,05-06-2016,May,Friday,4878,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,204,1236,1742,204,1440
2320127002,05-07-2016,May,Saturday,7379,4.96999979,4.96999979,0,0,0,4.96999979,0,0,0,319,1121,1972,319,1440
2320127002,05-08-2016,May,Sunday,5161,3.480000019,3.480000019,0,0,0,3.470000029,0,0,0,247,1193,1821,247,1440
2320127002,05-09-2016,May,Monday,3090,2.079999924,2.079999924,0,0,0,2.079999924,0,0,0,145,1295,1630,145,1440
2320127002,05-10-2016,May,Tuesday,6227,4.199999809,4.199999809,0,0,0,4.199999809,0,0,0,290,1150,1899,290,1440
2320127002,05-11-2016,May,Wednesday,6424,4.329999924,4.329999924,0,0,0,4.329999924,0,0,0,300,1140,1903,300,1440
2320127002,05-12-2016,May,Thursday,2661,1.789999962,1.789999962,0,0,0,1.789999962,0,0,0,128,830,1125,128,958
2347167796,04-12-2016,Apr,Tuesday,10113,6.829999924,6.829999924,0,2,0.620000005,4.199999809,0,28,13,320,964,2344,361,1325
2347167796,04-13-2016,Apr,Wednesday,10352,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,2038,246,922
2347167796,04-14-2016,Apr,Thursday,10129,6.699999809,6.699999809,0,0.02,2.74000001,3.940000057,0,1,48,206,705,2010,255,960
2347167796,04-15-2016,Apr,Friday,10465,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,2133,309,1029
2347167796,04-16-2016,Apr,Saturday,22244,15.07999992,15.07999992,0,5.449999809,4.099999905,5.53000021,0,66,72,268,968,2670,406,1374
2347167796,04-17-2016,Apr,Sunday,5472,3.619999886,3.619999886,0,0.079999998,0.280000001,3.25999999,0,1,7,249,508,1882,257,765
2347167796,04-18-2016,Apr,Monday,8247,5.449999809,5.449999809,0,0.790000021,0.860000014,3.789999962,0,11,16,206,678,1944,233,911
2347167796,04-19-2016,Apr,Tuesday,6711,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,2346,389,1037
2347167796,04-20-2016,Apr,Wednesday,10999,7.269999981,7.269999981,0,0.680000007,1.809999943,4.78000021,0,11,43,269,1011,2198,323,1334
2347167796,04-21-2016,Apr,Thursday,10080,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,2048,257,1018
2347167796,04-22-2016,Apr,Friday,7804,5.159999847,5.159999847,0,0.560000002,1.679999948,2.920000076,0,9,27,206,781,1946,242,1023
2347167796,04-23-2016,Apr,Saturday,16901,11.36999989,11.36999989,0,2.779999971,1.450000048,7.150000095,0,32,35,360,591,2629,427,1018
2347167796,04-24-2016,Apr,Sunday,9471,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,2187,360,944
2347167796,04-25-2016,Apr,Monday,9482,6.380000114,6.380000114,0,1.269999981,0.519999981,4.599999905,0,15,11,277,653,2095,303,956
2347167796,04-26-2016,Apr,Tuesday,5980,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,1861,227,959
2347167796,04-27-2016,Apr,Wednesday,11423,7.579999924,7.579999924,0,1.860000014,0.400000006,5.320000172,0,26,9,295,623,2194,330,953
2347167796,04-28-2016,Apr,Thursday,5439,3.599999905,3.599999905,0,0,0,3.599999905,0,0,0,229,764,1854,229,993
2347167796,04-29-2016,Apr,Friday,42,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,4,2,403,4,6
2873212765,04-12-2016,Apr,Tuesday,8796,5.909999847,5.909999847,0,0.109999999,0.930000007,4.880000114,0,2,21,356,1061,1982,379,1440
2873212765,04-13-2016,Apr,Wednesday,7618,5.119999886,5.119999886,0,0,0.219999999,4.880000114,0.02,0,8,404,1028,2004,412,1440
2873212765,04-14-2016,Apr,Thursday,7910,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,331,1109,1893,331,1440
2873212765,04-15-2016,Apr,Friday,8482,5.699999809,5.699999809,0,0,0,5.690000057,0.01,0,0,448,992,2063,448,1440
2873212765,04-16-2016,Apr,Saturday,9685,6.650000095,6.650000095,0,3.109999895,0.02,3.50999999,0.01,47,1,305,1087,2148,353,1440
2873212765,04-17-2016,Apr,Sunday,2524,1.700000048,1.700000048,0,0,0.349999994,1.340000033,0,0,8,160,1272,1529,168,1440
2873212765,04-18-2016,Apr,Monday,7762,5.239999771,5.239999771,0,0.07,0.280000001,4.889999866,0,1,6,311,1122,1890,318,1440
2873212765,04-19-2016,Apr,Tuesday,7948,5.369999886,5.369999886,0,0,0,5.360000134,0,0,0,389,1051,1956,389,1440
2873212765,04-20-2016,Apr,Wednesday,9202,6.300000191,6.300000191,0,1.50999999,0.119999997,4.659999847,0.01,22,5,378,1035,2094,405,1440
2873212765,04-21-2016,Apr,Thursday,8859,5.980000019,5.980000019,0,0.129999995,0.370000005,5.46999979,0.01,2,10,371,1057,1970,383,1440
2873212765,04-22-2016,Apr,Friday,7286,4.900000095,4.900000095,0,0.460000008,0,4.420000076,0.02,46,0,366,1028,2241,412,1440
2873212765,04-23-2016,Apr,Saturday,9317,6.349999905,6.349999905,0,2.089999914,0.230000004,4.019999981,0.01,28,5,330,1077,2021,363,1440
2873212765,04-24-2016,Apr,Sunday,6873,4.679999828,4.679999828,0,3,0.059999999,1.620000005,0,46,1,190,1203,1898,237,1440
2873212765,04-25-2016,Apr,Monday,7373,4.949999809,4.949999809,0,0,0,4.949999809,0,0,0,359,1081,1907,359,1440
2873212765,04-26-2016,Apr,Tuesday,8242,5.539999962,5.539999962,0,0.119999997,0.180000007,5.239999771,0,2,5,309,1124,1882,316,1440
2873212765,04-27-2016,Apr,Wednesday,3516,2.359999895,2.359999895,0,0,0,2.359999895,0,46,0,197,1197,1966,243,1440
2873212765,04-28-2016,Apr,Thursday,7913,5.409999847,5.409999847,0,2.160000086,0.340000004,2.910000086,0,28,7,213,1192,1835,248,1440
2873212765,04-29-2016,Apr,Friday,7365,4.949999809,4.949999809,0,1.360000014,1.409999967,2.180000067,0,20,23,206,1191,1780,249,1440
2873212765,04-30-2016,Apr,Saturday,8452,5.679999828,5.679999828,0,0.330000013,1.080000043,4.260000229,0.01,5,20,248,1167,1830,273,1440
2873212765,05-01-2016,May,Sunday,7399,4.96999979,4.96999979,0,0.49000001,1.039999962,3.440000057,0,7,18,196,1219,1739,221,1440
2873212765,05-02-2016,May,Monday,7525,5.059999943,5.059999943,0,0,0.209999993,4.829999924,0.02,0,7,334,1099,1878,341,1440
2873212765,05-03-2016,May,Tuesday,7412,4.980000019,4.980000019,0,0.059999999,0.25,4.659999847,0.01,1,6,363,1070,1906,370,1440
2873212765,05-04-2016,May,Wednesday,8278,5.559999943,5.559999943,0,0,0,5.559999943,0,0,0,420,1020,2015,420,1440
2873212765,05-05-2016,May,Thursday,8314,5.610000134,5.610000134,0,0.779999971,0.800000012,4.03000021,0,13,23,311,1093,1971,347,1440
2873212765,05-06-2016,May,Friday,7063,4.75,4.75,0,0,0.119999997,4.610000134,0.01,0,5,370,1065,1910,375,1440
2873212765,05-07-2016,May,Saturday,4940,3.380000114,3.380000114,0,2.279999971,0.550000012,0.550000012,0,75,11,52,1302,1897,138,1440
2873212765,05-08-2016,May,Sunday,8168,5.539999962,5.539999962,0,2.900000095,0,2.640000105,0,46,0,326,1068,2096,372,1440
2873212765,05-09-2016,May,Monday,7726,5.190000057,5.190000057,0,0,0,5.190000057,0,0,0,345,1095,1906,345,1440
2873212765,05-10-2016,May,Tuesday,8275,5.559999943,5.559999943,0,0,0,5.550000191,0.01,0,0,373,1067,1962,373,1440
2873212765,05-11-2016,May,Wednesday,6440,4.329999924,4.329999924,0,0,0,4.320000172,0.01,0,0,319,1121,1826,319,1440
2873212765,05-12-2016,May,Thursday,7566,5.110000134,5.110000134,0,0,0,5.110000134,0,0,0,268,720,1431,268,988
3372868164,04-12-2016,Apr,Tuesday,4747,3.24000001,3.24000001,0,0,0,3.230000019,0.01,0,0,280,1160,1788,280,1440
3372868164,04-13-2016,Apr,Wednesday,9715,6.630000114,6.630000114,0,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045,2093,395,1440
3372868164,04-14-2016,Apr,Thursday,8844,6.03000021,6.03000021,0,0.340000004,1.029999971,4.650000095,0.01,6,25,370,1039,2065,401,1440
3372868164,04-15-2016,Apr,Friday,7451,5.079999924,5.079999924,0,0,0,5.059999943,0.02,0,0,335,1105,1908,335,1440
3372868164,04-16-2016,Apr,Saturday,6905,4.730000019,4.730000019,0,0,0,4.699999809,0.029999999,0,0,356,1084,1908,356,1440
3372868164,04-17-2016,Apr,Sunday,8199,5.880000114,5.880000114,0,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,1964,335,1440
3372868164,04-18-2016,Apr,Monday,6798,4.639999866,4.639999866,0,1.080000043,0.200000003,3.349999905,0,20,7,343,1070,2014,370,1440
3372868164,04-19-2016,Apr,Tuesday,7711,5.260000229,5.260000229,0,0,0,5.239999771,0.02,0,0,376,1064,1985,376,1440
3372868164,04-20-2016,Apr,Wednesday,4880,3.329999924,3.329999924,0,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148,1867,292,1440
3372868164,04-21-2016,Apr,Thursday,8857,6.070000172,6.070000172,0,1.149999976,0.25999999,4.639999866,0.01,18,9,376,1037,2124,403,1440
3372868164,04-22-2016,Apr,Friday,3843,2.619999886,2.619999886,0,0,0,2.609999895,0.01,0,0,206,1234,1669,206,1440
3372868164,04-23-2016,Apr,Saturday,7396,5.070000172,5.070000172,0,1.399999976,0.079999998,3.579999924,0,20,2,303,1115,1995,325,1440
3372868164,04-24-2016,Apr,Sunday,6731,4.590000153,4.590000153,0,0.889999986,0.189999998,3.49000001,0.02,14,7,292,1127,1921,313,1440
3372868164,04-25-2016,Apr,Monday,5995,4.090000153,4.090000153,0,0,0,4.090000153,0,0,0,416,1024,2010,416,1440
3372868164,04-26-2016,Apr,Tuesday,8283,5.789999962,5.789999962,0,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,2057,357,1440
3372868164,04-27-2016,Apr,Wednesday,7904,5.420000076,5.420000076,0,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,2095,383,1440
3372868164,04-28-2016,Apr,Thursday,5512,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,385,1055,1972,385,1440
3372868164,04-29-2016,Apr,Friday,9135,6.230000019,6.230000019,0,0,0,6.21999979,0.01,0,0,402,1038,2044,402,1440
3372868164,04-30-2016,Apr,Saturday,5250,3.579999924,3.579999924,0,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,1946,321,1440
3372868164,05-01-2016,May,Sunday,3077,2.099999905,2.099999905,0,0,0,2.089999914,0,0,0,172,842,1237,172,1014
3977333714,04-12-2016,Apr,Tuesday,8856,5.980000019,5.980000019,0,3.059999943,0.910000026,2.00999999,0,44,19,131,777,1450,194,971
3977333714,04-13-2016,Apr,Wednesday,10035,6.710000038,6.710000038,0,2.029999971,2.130000114,2.549999952,0,31,46,153,754,1495,230,984
3977333714,04-14-2016,Apr,Thursday,7641,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214,801,1433,242,1043
3977333714,04-15-2016,Apr,Friday,9010,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468,240,884
3977333714,04-16-2016,Apr,Saturday,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625,267,930
3977333714,04-17-2016,Apr,Sunday,10415,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,1529,274,874
3977333714,04-18-2016,Apr,Monday,11663,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214,605,1584,313,918
3977333714,04-19-2016,Apr,Tuesday,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638,307,1045
3977333714,04-20-2016,Apr,Wednesday,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554,264,1109
3977333714,04-21-2016,Apr,Thursday,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397,242,954
3977333714,04-22-2016,Apr,Friday,8911,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,1481,233,964
3977333714,04-23-2016,Apr,Saturday,12058,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252,724,1638,344,1068
3977333714,04-24-2016,Apr,Sunday,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,1655,254,914
3977333714,04-25-2016,Apr,Monday,11177,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,1570,192,973
3977333714,04-26-2016,Apr,Tuesday,11388,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170,797,1551,272,1069
3977333714,04-27-2016,Apr,Wednesday,7193,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,1377,186,900
3977333714,04-28-2016,Apr,Thursday,7114,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,1407,213,1017
3977333714,04-29-2016,Apr,Friday,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545,218,962
3977333714,04-30-2016,Apr,Saturday,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,1650,289,976
3977333714,05-01-2016,May,Sunday,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501,205,896
3977333714,05-02-2016,May,Monday,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,1760,343,1056
3977333714,05-03-2016,May,Tuesday,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710,346,940
3977333714,05-04-2016,May,Wednesday,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628,252,1104
3977333714,05-05-2016,May,Thursday,12312,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618,280,960
3977333714,05-06-2016,May,Friday,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590,252,928
3977333714,05-07-2016,May,Saturday,11550,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208,703,1574,294,997
3977333714,05-08-2016,May,Sunday,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,1633,296,984
3977333714,05-09-2016,May,Monday,14687,10.07999992,10.07999992,0,0.769999981,5.599999905,3.549999952,0,8,122,151,1159,1667,281,1440
3977333714,05-10-2016,May,Tuesday,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,1630,312,988
3977333714,05-11-2016,May,Wednesday,746,0.5,0.5,0,0.370000005,0,0.129999995,0,4,0,9,13,52,13,26
4020332650,04-12-2016,Apr,Tuesday,8539,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,3654,350,1062
4020332650,04-13-2016,Apr,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1981,0,1440
4020332650,04-14-2016,Apr,Thursday,108,0.079999998,0.079999998,0,0,0,0.029999999,0,0,0,3,1437,2011,3,1440
4020332650,04-15-2016,Apr,Friday,1882,1.350000024,1.350000024,0,0.209999993,0.360000014,0.769999981,0,36,18,87,1299,2951,141,1440
4020332650,04-16-2016,Apr,Saturday,1982,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051,141,1363
4020332650,04-17-2016,Apr,Sunday,16,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1990,2,1440
4020332650,04-18-2016,Apr,Monday,62,0.039999999,0.039999999,0,0,0,0.039999999,0,0,0,2,1438,1995,2,1440
4020332650,04-19-2016,Apr,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-20-2016,Apr,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-21-2016,Apr,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-22-2016,Apr,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-23-2016,Apr,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-24-2016,Apr,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-25-2016,Apr,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-26-2016,Apr,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-27-2016,Apr,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-28-2016,Apr,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-29-2016,Apr,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,04-30-2016,Apr,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,05-01-2016,May,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1980,0,1440
4020332650,05-02-2016,May,Monday,475,0.340000004,0.340000004,0,0,0.039999999,0.289999992,0,0,11,31,1350,2207,42,1392
4020332650,05-03-2016,May,Tuesday,4496,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174,950,2828,174,1124
4020332650,05-04-2016,May,Wednesday,10252,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,3879,405,936
4020332650,05-05-2016,May,Thursday,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429,276,1192
4020332650,05-06-2016,May,Friday,4369,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,2704,177,1032
4020332650,05-07-2016,May,Saturday,6132,4.400000095,4.400000095,0,0,0,3.579999924,0,0,0,184,1256,2975,184,1440
4020332650,05-08-2016,May,Sunday,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089,263,1038
4020332650,05-09-2016,May,Monday,4556,3.269999981,3.269999981,0,0.200000003,0.119999997,2.940000057,0,3,5,173,1225,2785,181,1406
4020332650,05-10-2016,May,Tuesday,5546,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206,774,2926,206,980
4020332650,05-11-2016,May,Wednesday,3689,2.650000095,2.650000095,0,0.109999999,0.170000002,2.329999924,0,2,8,134,1296,2645,144,1440
4020332650,05-12-2016,May,Thursday,590,0.419999987,0.419999987,0,0,0,0.409999996,0,0,0,21,721,1120,21,742
4057192912,04-12-2016,Apr,Tuesday,5394,4.03000021,4.03000021,0,0,0,3.940000057,0,0,0,164,1276,2286,164,1440
4057192912,04-13-2016,Apr,Wednesday,5974,4.46999979,4.46999979,0,0,0,4.369999886,0,0,0,160,1280,2306,160,1440
4057192912,04-14-2016,Apr,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1776,0,1440
4057192912,04-15-2016,Apr,Friday,3984,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88,873,1527,97,970
4319703577,04-12-2016,Apr,Tuesday,7753,5.199999809,5.199999809,0,0,0,0,0,0,0,0,1440,2115,0,1440
4319703577,04-13-2016,Apr,Wednesday,8204,5.5,5.5,0,0.529999971,0.589999974,1.309999943,0,8,15,96,1234,2135,119,1353
4319703577,04-14-2016,Apr,Thursday,10210,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,2302,349,938
4319703577,04-15-2016,Apr,Friday,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985,228,980
4319703577,04-16-2016,Apr,Saturday,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884,194,918
4319703577,04-17-2016,Apr,Sunday,29,0.02,0.02,0,0,0,0.02,0,0,0,3,1363,1464,3,1366
4319703577,04-18-2016,Apr,Monday,2276,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632,68,892
4319703577,04-19-2016,Apr,Tuesday,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200,311,915
4319703577,04-20-2016,Apr,Wednesday,8954,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306,671,2220,324,995
4319703577,04-21-2016,Apr,Thursday,3702,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,1792,34,1299
4319703577,04-22-2016,Apr,Friday,4500,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176,709,1886,196,905
4319703577,04-23-2016,Apr,Saturday,4935,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233,546,1945,233,779
4319703577,04-24-2016,Apr,Sunday,4081,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,1880,197,889
4319703577,04-25-2016,Apr,Monday,9259,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,2314,398,942
4319703577,04-26-2016,Apr,Tuesday,9899,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288,649,2236,317,966
4319703577,04-27-2016,Apr,Wednesday,10780,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,2324,353,1033
4319703577,04-28-2016,Apr,Thursday,10817,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359,552,2367,380,932
4319703577,04-29-2016,Apr,Friday,7990,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,2175,313,937
4319703577,04-30-2016,Apr,Saturday,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092,240,935
4319703577,05-01-2016,May,Sunday,1251,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67,836,1593,67,903
4319703577,05-02-2016,May,Monday,9261,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344,585,2270,355,940
4319703577,05-03-2016,May,Tuesday,9648,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287,669,2235,321,990
